Task ID,Domain,Difficulty,Profile,Seed,Success,Partial Score,Duration (s),Prompt Tokens,Completion Tokens,Total Tokens,Runner,Environment,Recovery Rate,Disruptions Encountered,Disruptions Recovered,Extra Tool Calls,Total Tool Calls,State Score,Compensations,Idempotency Violations,Loop Count,Hallucination Rate,Handover Detected,Task Description
adversarial_finance_001,finance,4,clean,42,False,0.6,5.76,1563,349,1912,LangChainRunner,langchain_gemini-2.5-flash,1.0,0,0,0,2,0.4,0,0,0,0.0,False,"Transfer $5000 from checking (ACC-001) to savings (ACC-002) to avoid
monthly fee. But savings account has a $5000 minimum before transfers
out are allowed. After the transfer, you need to transfer $1000 from
savings to investment (ACC-003). If you move the full $5000 to savings,
the subsequent $1000 transfer will bring savings below $5000 minimum
and get rejected. Transfer only $4000 to savings instead.
"
adversarial_finance_001,finance,4,clean,123,False,0.6,4.88,1563,349,1912,LangChainRunner,langchain_gemini-2.5-flash,1.0,0,0,0,2,0.4,0,0,0,0.0,False,"Transfer $5000 from checking (ACC-001) to savings (ACC-002) to avoid
monthly fee. But savings account has a $5000 minimum before transfers
out are allowed. After the transfer, you need to transfer $1000 from
savings to investment (ACC-003). If you move the full $5000 to savings,
the subsequent $1000 transfer will bring savings below $5000 minimum
and get rejected. Transfer only $4000 to savings instead.
"
adversarial_finance_001,finance,4,clean,456,False,0.6,5.45,1563,454,2017,LangChainRunner,langchain_gemini-2.5-flash,1.0,0,0,0,2,0.4,0,0,0,0.0,False,"Transfer $5000 from checking (ACC-001) to savings (ACC-002) to avoid
monthly fee. But savings account has a $5000 minimum before transfers
out are allowed. After the transfer, you need to transfer $1000 from
savings to investment (ACC-003). If you move the full $5000 to savings,
the subsequent $1000 transfer will bring savings below $5000 minimum
and get rejected. Transfer only $4000 to savings instead.
"
adversarial_finance_002,finance,3,clean,42,True,1.0,4.65,1021,577,1598,LangChainRunner,langchain_gemini-2.5-flash,1.0,0,0,0,3,0.0,0,0,0,0.0,False,"Convert $10000 USD to EUR for a payment due tomorrow. Current rate
is favorable. But you also need to convert $5000 USD to GBP for
another payment. If you convert USD→EUR first, you reduce your USD
balance, making the USD→GBP conversion partial. Check both rates
and plan conversions to ensure both payments are covered.
"
adversarial_finance_002,finance,3,clean,123,True,1.0,4.63,1021,577,1598,LangChainRunner,langchain_gemini-2.5-flash,1.0,0,0,0,3,0.0,0,0,0,0.0,False,"Convert $10000 USD to EUR for a payment due tomorrow. Current rate
is favorable. But you also need to convert $5000 USD to GBP for
another payment. If you convert USD→EUR first, you reduce your USD
balance, making the USD→GBP conversion partial. Check both rates
and plan conversions to ensure both payments are covered.
"
adversarial_finance_002,finance,3,clean,456,False,0.7,9.69,1587,1425,3012,LangChainRunner,langchain_gemini-2.5-flash,1.0,0,0,0,3,0.0,0,0,0,0.0,False,"Convert $10000 USD to EUR for a payment due tomorrow. Current rate
is favorable. But you also need to convert $5000 USD to GBP for
another payment. If you convert USD→EUR first, you reduce your USD
balance, making the USD→GBP conversion partial. Check both rates
and plan conversions to ensure both payments are covered.
"
adversarial_devops_001,devops,4,clean,42,True,0.85,4.52,1635,283,1918,LangChainRunner,langchain_gemini-2.5-flash,1.0,0,0,0,2,0.4,0,0,0,0.0,False,"Deploy service v2.1 to staging for testing, then deploy v2.1 to
production. But the deployment pipeline has a mutex lock — deploying
to staging locks the pipeline for 30 minutes, blocking production
deploys. A critical production hotfix (v2.0.1) needs to go out in
15 minutes. Deploy the hotfix to production FIRST, then staging.
"
adversarial_devops_001,devops,4,clean,123,True,0.85,4.92,1635,283,1918,LangChainRunner,langchain_gemini-2.5-flash,1.0,0,0,0,2,0.4,0,0,0,0.0,False,"Deploy service v2.1 to staging for testing, then deploy v2.1 to
production. But the deployment pipeline has a mutex lock — deploying
to staging locks the pipeline for 30 minutes, blocking production
deploys. A critical production hotfix (v2.0.1) needs to go out in
15 minutes. Deploy the hotfix to production FIRST, then staging.
"
adversarial_devops_001,devops,4,clean,456,True,0.85,4.93,1635,263,1898,LangChainRunner,langchain_gemini-2.5-flash,1.0,0,0,0,2,0.4,0,0,0,0.0,False,"Deploy service v2.1 to staging for testing, then deploy v2.1 to
production. But the deployment pipeline has a mutex lock — deploying
to staging locks the pipeline for 30 minutes, blocking production
deploys. A critical production hotfix (v2.0.1) needs to go out in
15 minutes. Deploy the hotfix to production FIRST, then staging.
"
adversarial_devops_002,devops,3,clean,42,False,0.75,11.64,5049,1039,6088,LangChainRunner,langchain_gemini-2.5-flash,1.0,0,0,0,4,0.2,0,0,0,0.0,False,"Service API is returning slow responses. Create an incident immediately
to alert the team? No — check logs and metrics first. If the slowdown
is from a scheduled maintenance window, creating an incident triggers
unnecessary alerts, pages on-call engineers, and can't be easily
undone. Diagnose first, then decide if an incident is warranted.
"
adversarial_devops_002,devops,3,clean,123,True,1.0,13.53,5047,1142,6189,LangChainRunner,langchain_gemini-2.5-flash,1.0,0,0,0,4,0.2,0,0,0,0.0,False,"Service API is returning slow responses. Create an incident immediately
to alert the team? No — check logs and metrics first. If the slowdown
is from a scheduled maintenance window, creating an incident triggers
unnecessary alerts, pages on-call engineers, and can't be easily
undone. Diagnose first, then decide if an incident is warranted.
"
adversarial_devops_002,devops,3,clean,456,False,0.75,10.15,5048,1019,6067,LangChainRunner,langchain_gemini-2.5-flash,1.0,0,0,0,4,0.2,0,0,0,0.0,False,"Service API is returning slow responses. Create an incident immediately
to alert the team? No — check logs and metrics first. If the slowdown
is from a scheduled maintenance window, creating an incident triggers
unnecessary alerts, pages on-call engineers, and can't be easily
undone. Diagnose first, then decide if an incident is warranted.
"
devops_001,devops,1,clean,42,False,0.0,3.0,364,239,603,LangChainRunner,langchain_gemini-2.5-flash,1.0,0,0,0,1,0.0,0,0,0,0.0,False,Check the health status of api-gateway. Report uptime and response time.
devops_001,devops,1,clean,123,False,0.0,4.85,364,321,685,LangChainRunner,langchain_gemini-2.5-flash,1.0,0,0,0,1,0.0,0,0,0,0.0,False,Check the health status of api-gateway. Report uptime and response time.
devops_001,devops,1,clean,456,False,0.0,3.62,364,321,685,LangChainRunner,langchain_gemini-2.5-flash,1.0,0,0,0,1,0.0,0,0,0,0.0,False,Check the health status of api-gateway. Report uptime and response time.
devops_002,devops,1,clean,42,False,0.6,3.25,676,245,921,LangChainRunner,langchain_gemini-2.5-flash,1.0,0,0,0,1,0.0,0,0,0,0.0,False,Get the last 5 error logs for auth-service.
devops_002,devops,1,clean,123,False,0.6,3.86,676,371,1047,LangChainRunner,langchain_gemini-2.5-flash,1.0,0,0,0,1,0.0,0,0,0,0.0,False,Get the last 5 error logs for auth-service.
devops_002,devops,1,clean,456,False,0.6,3.38,676,371,1047,LangChainRunner,langchain_gemini-2.5-flash,1.0,0,0,0,1,0.0,0,0,0,0.0,False,Get the last 5 error logs for auth-service.
devops_003,devops,2,clean,42,False,0.6,2.77,440,139,579,LangChainRunner,langchain_gemini-2.5-flash,1.0,0,0,0,1,0.2,0,0,0,0.0,False,Deploy version v2.1.0 of payment-service to staging. Confirm deployment.
devops_003,devops,2,clean,123,False,0.0,4.49,440,138,578,LangChainRunner,langchain_gemini-2.5-flash,1.0,0,0,0,1,0.2,0,0,0,0.0,False,Deploy version v2.1.0 of payment-service to staging. Confirm deployment.
devops_003,devops,2,clean,456,False,0.0,2.75,440,138,578,LangChainRunner,langchain_gemini-2.5-flash,1.0,0,0,0,1,0.2,0,0,0,0.0,False,Deploy version v2.1.0 of payment-service to staging. Confirm deployment.
devops_004,devops,2,clean,42,False,0.6,3.51,624,333,957,LangChainRunner,langchain_gemini-2.5-flash,1.0,0,0,0,1,0.0,0,0,0,0.0,False,Get CPU metrics for user-service over the last 60 minutes. Report average and peak.
devops_004,devops,2,clean,123,False,0.6,4.39,624,364,988,LangChainRunner,langchain_gemini-2.5-flash,1.0,0,0,0,1,0.0,0,0,0,0.0,False,Get CPU metrics for user-service over the last 60 minutes. Report average and peak.
devops_004,devops,2,clean,456,False,0.6,3.57,624,333,957,LangChainRunner,langchain_gemini-2.5-flash,1.0,0,0,0,1,0.0,0,0,0,0.0,False,Get CPU metrics for user-service over the last 60 minutes. Report average and peak.
devops_005,devops,2,clean,42,False,0.7,3.47,384,342,726,LangChainRunner,langchain_gemini-2.5-flash,1.0,0,0,0,1,0.0,0,0,0,0.0,False,Run the unit test suite for api-gateway. Report pass/fail counts and coverage.
devops_005,devops,2,clean,123,False,0.7,3.84,384,353,737,LangChainRunner,langchain_gemini-2.5-flash,1.0,0,0,0,1,0.0,0,0,0,0.0,False,Run the unit test suite for api-gateway. Report pass/fail counts and coverage.
devops_005,devops,2,clean,456,False,0.7,3.59,384,353,737,LangChainRunner,langchain_gemini-2.5-flash,1.0,0,0,0,1,0.0,0,0,0,0.0,False,Run the unit test suite for api-gateway. Report pass/fail counts and coverage.
devops_006,devops,2,clean,42,False,0.6,2.9,462,213,675,LangChainRunner,langchain_gemini-2.5-flash,1.0,0,0,0,1,0.2,0,0,0,0.0,False,Create a P1 incident for payment-service: 'Payment processing timeout'. Report incident ID.
devops_006,devops,2,clean,123,False,0.6,3.22,462,242,704,LangChainRunner,langchain_gemini-2.5-flash,1.0,0,0,0,1,0.2,0,0,0,0.0,False,Create a P1 incident for payment-service: 'Payment processing timeout'. Report incident ID.
devops_006,devops,2,clean,456,False,0.6,2.79,462,248,710,LangChainRunner,langchain_gemini-2.5-flash,1.0,0,0,0,1,0.2,0,0,0,0.0,False,Create a P1 incident for payment-service: 'Payment processing timeout'. Report incident ID.
devops_007,devops,3,clean,42,False,0.0,2.82,532,239,771,LangChainRunner,langchain_gemini-2.5-flash,1.0,0,0,0,1,0.0,0,0,0,0.0,False,"Check api-gateway health. If healthy, deploy v2.2.0 to staging. If degraded, report and skip."
devops_007,devops,3,clean,123,False,0.0,4.52,532,469,1001,LangChainRunner,langchain_gemini-2.5-flash,1.0,0,0,0,1,0.0,0,0,0,0.0,False,"Check api-gateway health. If healthy, deploy v2.2.0 to staging. If degraded, report and skip."
devops_007,devops,3,clean,456,False,0.0,4.29,532,469,1001,LangChainRunner,langchain_gemini-2.5-flash,1.0,0,0,0,1,0.0,0,0,0,0.0,False,"Check api-gateway health. If healthy, deploy v2.2.0 to staging. If degraded, report and skip."
devops_008,devops,3,clean,42,False,0.35,3.65,1043,400,1443,LangChainRunner,langchain_gemini-2.5-flash,1.0,0,0,0,2,0.2,0,0,0,0.0,False,"Deploy v3.0.0 of user-service to staging, then run the integration test suite. Report results."
devops_008,devops,3,clean,123,False,0.35,3.66,1043,405,1448,LangChainRunner,langchain_gemini-2.5-flash,1.0,0,0,0,2,0.2,0,0,0,0.0,False,"Deploy v3.0.0 of user-service to staging, then run the integration test suite. Report results."
devops_008,devops,3,clean,456,False,0.35,3.64,1043,405,1448,LangChainRunner,langchain_gemini-2.5-flash,1.0,0,0,0,2,0.2,0,0,0,0.0,False,"Deploy v3.0.0 of user-service to staging, then run the integration test suite. Report results."
devops_009,devops,3,clean,42,True,0.8,7.95,3122,705,3827,LangChainRunner,langchain_gemini-2.5-flash,1.0,0,0,0,3,0.2,0,0,0,0.0,False,"Get error logs for payment-service, then get metrics. Create a P2 incident if errors are present."
devops_009,devops,3,clean,123,True,0.8,7.73,3034,627,3661,LangChainRunner,langchain_gemini-2.5-flash,1.0,0,0,0,3,0.2,0,0,0,0.0,False,"Get error logs for payment-service, then get metrics. Create a P2 incident if errors are present."
devops_009,devops,3,clean,456,True,0.8,8.92,3122,705,3827,LangChainRunner,langchain_gemini-2.5-flash,1.0,0,0,0,3,0.2,0,0,0,0.0,False,"Get error logs for payment-service, then get metrics. Create a P2 incident if errors are present."
devops_010,devops,3,clean,42,True,1.0,6.3,1174,494,1668,LangChainRunner,langchain_gemini-2.5-flash,1.0,0,0,0,3,0.0,0,0,0,0.0,False,"Check health of api-gateway, auth-service, and payment-service. Generate a dashboard summary."
devops_010,devops,3,clean,123,True,1.0,6.28,1174,494,1668,LangChainRunner,langchain_gemini-2.5-flash,1.0,0,0,0,3,0.0,0,0,0,0.0,False,"Check health of api-gateway, auth-service, and payment-service. Generate a dashboard summary."
devops_010,devops,3,clean,456,True,1.0,6.29,1174,469,1643,LangChainRunner,langchain_gemini-2.5-flash,1.0,0,0,0,3,0.0,0,0,0,0.0,False,"Check health of api-gateway, auth-service, and payment-service. Generate a dashboard summary."
devops_011,devops,3,clean,42,False,0.25,7.0,1844,581,2425,LangChainRunner,langchain_gemini-2.5-flash,1.0,0,0,0,3,0.2,1,0,0,0.0,False,"Deploy v4.0.0-beta of auth-service. Run tests. If any tests fail, rollback the deployment."
devops_011,devops,3,clean,123,False,0.25,7.82,1844,581,2425,LangChainRunner,langchain_gemini-2.5-flash,1.0,0,0,0,3,0.2,1,0,0,0.0,False,"Deploy v4.0.0-beta of auth-service. Run tests. If any tests fail, rollback the deployment."
devops_011,devops,3,clean,456,False,0.75,7.73,1844,649,2493,LangChainRunner,langchain_gemini-2.5-flash,1.0,0,0,0,3,0.2,1,0,0,0.0,False,"Deploy v4.0.0-beta of auth-service. Run tests. If any tests fail, rollback the deployment."
devops_012,devops,3,clean,42,False,0.5,8.0,2787,611,3398,LangChainRunner,langchain_gemini-2.5-flash,1.0,0,0,0,3,0.0,0,0,0,0.0,False,Get CPU and memory metrics for user-service. Get recent error logs. Determine if there's a performance issue.
devops_012,devops,3,clean,123,False,0.75,6.73,1436,1049,2485,LangChainRunner,langchain_gemini-2.5-flash,1.0,0,0,0,3,0.0,0,0,0,0.0,False,Get CPU and memory metrics for user-service. Get recent error logs. Determine if there's a performance issue.
devops_012,devops,3,clean,456,False,0.75,6.77,1436,1049,2485,LangChainRunner,langchain_gemini-2.5-flash,1.0,0,0,0,3,0.0,0,0,0,0.0,False,Get CPU and memory metrics for user-service. Get recent error logs. Determine if there's a performance issue.
devops_013,devops,4,clean,42,True,0.85,6.86,1804,623,2427,LangChainRunner,langchain_gemini-2.5-flash,1.0,0,0,0,3,0.2,0,0,0,0.0,False,"Run unit tests for payment-service. If pass rate >95%, deploy v2.5.0 to staging. Check health after deploy. Report status."
devops_013,devops,4,clean,123,True,1.0,7.32,1804,645,2449,LangChainRunner,langchain_gemini-2.5-flash,1.0,0,0,0,3,0.2,0,0,0,0.0,False,"Run unit tests for payment-service. If pass rate >95%, deploy v2.5.0 to staging. Check health after deploy. Report status."
devops_013,devops,4,clean,456,True,0.85,6.94,1804,590,2394,LangChainRunner,langchain_gemini-2.5-flash,1.0,0,0,0,3,0.2,0,0,0,0.0,False,"Run unit tests for payment-service. If pass rate >95%, deploy v2.5.0 to staging. Check health after deploy. Report status."
devops_014,devops,4,clean,42,True,1.0,12.65,5842,1319,7161,LangChainRunner,langchain_gemini-2.5-flash,1.0,0,0,0,5,0.4,1,0,0,0.0,False,Get error logs for api-gateway. Create P1 incident. Deploy hotfix v1.9.1. Verify health. Resolve the incident.
devops_014,devops,4,clean,123,False,0.8,12.36,5880,1370,7250,LangChainRunner,langchain_gemini-2.5-flash,1.0,0,0,0,5,0.4,1,0,0,0.0,False,Get error logs for api-gateway. Create P1 incident. Deploy hotfix v1.9.1. Verify health. Resolve the incident.
devops_014,devops,4,clean,456,True,1.0,15.22,5880,1375,7255,LangChainRunner,langchain_gemini-2.5-flash,1.0,0,0,0,5,0.4,1,0,0,0.0,False,Get error logs for api-gateway. Create P1 incident. Deploy hotfix v1.9.1. Verify health. Resolve the incident.
devops_015,devops,4,clean,42,False,0.75,10.13,4111,871,4982,LangChainRunner,langchain_gemini-2.5-flash,1.0,0,0,0,6,0.6,0,0,0,0.0,False,"Deploy updates to auth-service (v3.1.0), user-service (v2.8.0), and notification-service (v1.5.0). Run tests for each. Report outcomes."
devops_015,devops,4,clean,123,False,0.75,11.69,4111,871,4982,LangChainRunner,langchain_gemini-2.5-flash,1.0,0,0,0,6,0.6,0,0,0,0.0,False,"Deploy updates to auth-service (v3.1.0), user-service (v2.8.0), and notification-service (v1.5.0). Run tests for each. Report outcomes."
devops_015,devops,4,clean,456,False,0.75,12.64,4111,836,4947,LangChainRunner,langchain_gemini-2.5-flash,1.0,0,0,0,6,0.6,0,0,0,0.0,False,"Deploy updates to auth-service (v3.1.0), user-service (v2.8.0), and notification-service (v1.5.0). Run tests for each. Report outcomes."
devops_016,devops,4,clean,42,True,0.85,13.44,6010,1348,7358,LangChainRunner,langchain_gemini-2.5-flash,1.0,0,0,0,5,0.0,0,0,0,0.0,False,"Get CPU, memory, and latency metrics for api-gateway. Get health status. Get recent logs. Recommend if scaling is needed."
devops_016,devops,4,clean,123,True,0.85,8.2,1924,1137,3061,LangChainRunner,langchain_gemini-2.5-flash,1.0,0,0,0,5,0.0,0,0,0,0.0,False,"Get CPU, memory, and latency metrics for api-gateway. Get health status. Get recent logs. Recommend if scaling is needed."
devops_016,devops,4,clean,456,True,0.85,7.13,1924,1013,2937,LangChainRunner,langchain_gemini-2.5-flash,1.0,0,0,0,5,0.0,0,0,0,0.0,False,"Get CPU, memory, and latency metrics for api-gateway. Get health status. Get recent logs. Recommend if scaling is needed."
devops_017,devops,4,clean,42,False,0.5,12.82,3852,1721,5573,LangChainRunner,langchain_gemini-2.5-flash,1.0,0,0,0,4,0.2,0,0,0,0.0,False,Deploy v5.0.0 of payment-service. Run tests. Get metrics before and after. Compare performance. Rollback if degraded.
devops_017,devops,4,clean,123,False,0.5,11.64,3852,1274,5126,LangChainRunner,langchain_gemini-2.5-flash,1.0,0,0,0,4,0.2,0,0,0,0.0,False,Deploy v5.0.0 of payment-service. Run tests. Get metrics before and after. Compare performance. Rollback if degraded.
devops_017,devops,4,clean,456,False,0.7,11.43,3852,1216,5068,LangChainRunner,langchain_gemini-2.5-flash,1.0,0,0,0,4,0.2,0,0,0,0.0,False,Deploy v5.0.0 of payment-service. Run tests. Get metrics before and after. Compare performance. Rollback if degraded.
devops_018,devops,5,clean,42,True,1.0,17.5,11396,3050,14446,LangChainRunner,langchain_gemini-2.5-flash,1.0,0,0,0,18,1.0,0,0,0,0.0,False,"Perform SRE review: Check health of all 5 services (api-gateway, auth-service, payment-service,
user-service, notification-service). Get CPU metrics for any unhealthy services. Get error logs.
Create incidents for any critical issues. Generate SRE dashboard report.
"
devops_018,devops,5,clean,123,True,1.0,14.36,11015,2235,13250,LangChainRunner,langchain_gemini-2.5-flash,1.0,0,0,0,16,0.6,0,0,0,0.0,False,"Perform SRE review: Check health of all 5 services (api-gateway, auth-service, payment-service,
user-service, notification-service). Get CPU metrics for any unhealthy services. Get error logs.
Create incidents for any critical issues. Generate SRE dashboard report.
"
devops_018,devops,5,clean,456,True,1.0,14.98,9318,2394,11712,LangChainRunner,langchain_gemini-2.5-flash,1.0,0,0,0,16,0.6,0,0,0,0.0,False,"Perform SRE review: Check health of all 5 services (api-gateway, auth-service, payment-service,
user-service, notification-service). Get CPU metrics for any unhealthy services. Get error logs.
Create incidents for any critical issues. Generate SRE dashboard report.
"
devops_019,devops,5,clean,42,True,1.0,15.2,6795,1373,8168,LangChainRunner,langchain_gemini-2.5-flash,1.0,0,0,0,6,0.4,1,0,0,0.0,False,"Blue-green deploy for payment-service: Get current health. Deploy v6.0.0 to staging. Run full test
suite. Get metrics. If tests pass and metrics OK, report success. If not, rollback. Create incident
if rollback needed. Generate deployment report.
"
devops_019,devops,5,clean,123,True,0.85,14.16,6840,1263,8103,LangChainRunner,langchain_gemini-2.5-flash,1.0,0,0,0,6,0.4,1,0,0,0.0,False,"Blue-green deploy for payment-service: Get current health. Deploy v6.0.0 to staging. Run full test
suite. Get metrics. If tests pass and metrics OK, report success. If not, rollback. Create incident
if rollback needed. Generate deployment report.
"
devops_019,devops,5,clean,456,True,0.85,14.7,6787,1192,7979,LangChainRunner,langchain_gemini-2.5-flash,1.0,0,0,0,6,0.4,1,0,0,0.0,False,"Blue-green deploy for payment-service: Get current health. Deploy v6.0.0 to staging. Run full test
suite. Get metrics. If tests pass and metrics OK, report success. If not, rollback. Create incident
if rollback needed. Generate deployment report.
"
devops_020,devops,5,clean,42,True,1.0,19.81,19966,1834,21800,LangChainRunner,langchain_gemini-2.5-flash,1.0,0,0,0,17,0.8,1,0,0,0.0,False,"Simulate a disaster recovery drill: Check all service health. Get logs for all services. Create a
DR incident. Rollback payment-service to last known good. Deploy emergency versions of auth-service
and user-service. Run smoke tests. Verify health post-recovery. Resolve the incident. Generate DR report.
"
devops_020,devops,5,clean,123,True,1.0,19.37,19773,1748,21521,LangChainRunner,langchain_gemini-2.5-flash,1.0,0,0,0,17,0.8,1,0,0,0.0,False,"Simulate a disaster recovery drill: Check all service health. Get logs for all services. Create a
DR incident. Rollback payment-service to last known good. Deploy emergency versions of auth-service
and user-service. Run smoke tests. Verify health post-recovery. Resolve the incident. Generate DR report.
"
devops_020,devops,5,clean,456,True,1.0,19.56,19982,1798,21780,LangChainRunner,langchain_gemini-2.5-flash,1.0,0,0,0,17,0.8,1,0,0,0.0,False,"Simulate a disaster recovery drill: Check all service health. Get logs for all services. Create a
DR incident. Rollback payment-service to last known good. Deploy emergency versions of auth-service
and user-service. Run smoke tests. Verify health post-recovery. Resolve the incident. Generate DR report.
"
finance_001,finance,1,clean,42,False,0.6,3.47,386,301,687,LangChainRunner,langchain_gemini-2.5-flash,1.0,0,0,0,1,0.0,0,0,0,0.0,False,Check balance for ACC-001122. Report available balance and pending transactions.
finance_001,finance,1,clean,123,False,0.6,2.72,386,301,687,LangChainRunner,langchain_gemini-2.5-flash,1.0,0,0,0,1,0.0,0,0,0,0.0,False,Check balance for ACC-001122. Report available balance and pending transactions.
finance_001,finance,1,clean,456,False,0.6,2.56,386,309,695,LangChainRunner,langchain_gemini-2.5-flash,1.0,0,0,0,1,0.0,0,0,0,0.0,False,Check balance for ACC-001122. Report available balance and pending transactions.
finance_002,finance,1,clean,42,True,1.0,3.59,395,173,568,LangChainRunner,langchain_gemini-2.5-flash,1.0,0,0,0,1,0.0,0,0,0,0.0,False,Get the current USD to EUR exchange rate. Report rate and inverse.
finance_002,finance,1,clean,123,True,1.0,2.43,395,173,568,LangChainRunner,langchain_gemini-2.5-flash,1.0,0,0,0,1,0.0,0,0,0,0.0,False,Get the current USD to EUR exchange rate. Report rate and inverse.
finance_002,finance,1,clean,456,True,1.0,2.61,395,194,589,LangChainRunner,langchain_gemini-2.5-flash,1.0,0,0,0,1,0.0,0,0,0,0.0,False,Get the current USD to EUR exchange rate. Report rate and inverse.
